ID;CHOICE;LUGGAGE;AGE;GA;TRAIN_TT;TRAIN_CO;SM_TT;SM_CO;SM_SEATS;CAR_TT;CAR_CO
650;3;0;3;0;354;154;190;161;0;190;125
650;2;0;3;0;279;115;196;128;0;247;100
650;3;0;3;0;354;115;204;132;0;152;100
650;2;0;3;0;304;115;204;132;0;247;162
650;3;0;3;0;304;128;204;139;0;152;162
650;2;0;3;0;279;128;204;139;0;247;125
650;3;0;3;0;279;154;196;165;0;190;100
650;2;0;3;0;279;128;190;144;0;190;162
650;3;0;3;0;304;154;204;189;0;190;162
651;3;0;4;0;200;148;71;165;0;273;155
651;3;0;4;0;182;148;63;156;0;273;201
651;3;0;4;0;236;148;81;198;0;273;124
651;3;0;4;0;182;123;71;172;0;168;124
651;3;0;4;0;236;111;71;128;0;210;201
651;3;0;4;0;200;111;63;156;0;210;124
651;3;0;4;0;182;148;81;198;0;168;155
651;3;0;4;0;182;111;81;132;0;210;155
651;2;0;4;0;236;123;63;144;0;168;155
652;3;1;2;0;236;123;81;139;0;210;100
652;3;1;2;0;236;123;71;172;0;273;162
652;3;1;2;0;236;111;63;156;0;273;125
652;3;1;2;0;182;111;63;156;0;168;162
652;3;1;2;0;200;123;63;144;0;273;100
652;3;1;2;0;200;111;71;128;0;168;125
652;3;1;2;0;200;148;63;156;0;168;100
652;3;1;2;0;236;148;71;165;0;168;162
652;3;1;2;0;200;123;71;172;0;210;125
653;3;1;2;0;170;109;84;114;0;110;80
653;2;1;2;0;128;82;87;95;0;143;64
653;3;1;2;0;170;82;91;98;0;88;64
653;2;1;2;0;142;82;91;98;0;143;104
653;3;1;2;0;142;91;91;99;0;88;104
653;2;1;2;0;128;91;91;99;0;143;80
653;3;1;2;0;128;109;87;116;0;110;64
653;2;1;2;0;128;91;84;103;0;110;104
653;2;1;2;0;142;109;91;132;0;110;104
654;3;1;3;0;200;100;112;99;0;130;65
654;3;1;3;0;152;75;115;83;0;169;52
654;3;1;3;0;200;75;119;86;0;104;52
654;2;1;3;0;168;75;119;86;0;169;84
654;3;1;3;0;168;83;119;90;0;104;84
654;2;1;3;0;152;83;119;90;0;169;65
654;3;1;3;0;152;100;115;103;0;130;52
654;3;1;3;0;152;83;112;91;0;130;84
654;3;1;3;0;168;100;119;111;0;130;84
655;2;1;4;0;210;12;77;14;0;170;84
655;2;1;4;0;210;12;69;19;0;221;136
655;2;1;4;0;210;11;63;19;0;221;105
655;2;1;4;0;160;11;63;19;0;136;136
655;2;1;4;0;177;12;63;15;0;221;84
655;2;1;4;0;177;11;69;14;0;136;105
655;2;1;4;0;177;14;63;14;0;136;84
655;2;1;4;0;210;14;69;15;0;136;136
655;2;1;4;0;177;12;69;19;0;170;105
656;2;0;2;0;205;84;69;94;0;140;76
656;2;0;2;0;205;84;61;118;0;182;123
656;2;0;2;0;205;76;55;109;0;182;95
656;2;0;2;0;159;76;55;109;0;112;123
656;2;0;2;0;174;84;55;99;0;182;76
656;2;0;2;0;174;76;61;88;0;112;95
656;2;0;2;0;174;101;55;109;0;112;76
656;2;0;2;0;205;101;61;112;0;112;123
656;2;0;2;0;174;84;61;118;0;140;95
657;2;0;3;0;108;82;53;88;0;156;70
657;2;0;3;0;97;82;50;84;0;156;91
657;2;0;3;0;130;82;57;99;0;156;56
657;3;0;3;0;97;68;53;88;0;96;56
657;2;0;3;0;130;61;53;71;0;120;91
657;2;0;3;0;108;61;50;84;0;120;56
657;3;0;3;0;97;82;57;99;0;96;70
657;3;0;3;0;97;61;57;74;0;120;70
657;2;0;3;0;130;68;50;78;0;96;70
658;3;0;3;0;160;81;88;84;0;110;60
658;3;0;3;0;160;81;84;99;0;143;97
658;3;0;3;0;160;73;81;92;0;143;75
658;3;0;3;0;120;73;81;92;0;88;97
658;3;0;3;0;133;81;81;90;0;143;60
658;3;0;3;0;133;73;84;81;0;88;75
658;3;0;3;0;133;97;81;97;0;88;60
658;3;0;3;0;160;97;84;105;0;88;97
658;3;0;3;0;133;81;84;99;0;110;75
659;2;0;3;0;114;72;39;81;0;90;60
659;2;0;3;0;88;54;42;65;0;117;48
659;2;0;3;0;114;54;46;71;0;72;48
659;2;0;3;0;97;54;46;71;0;117;78
659;2;0;3;0;97;60;46;71;0;72;78
659;2;0;3;0;88;60;46;71;0;117;60
659;2;0;3;0;88;72;42;84;0;90;48
659;2;0;3;0;88;60;39;76;0;90;78
659;2;0;3;0;97;72;46;97;0;90;78
660;2;0;3;0;62;101;38;105;0;143;80
660;2;0;3;0;57;101;36;99;0;143;104
660;2;0;3;0;72;101;40;109;0;143;64
660;2;0;3;0;57;84;38;94;0;88;64
660;2;0;3;0;72;76;38;84;0;110;104
660;2;0;3;0;62;76;36;88;0;110;64
660;2;0;3;0;57;101;40;109;0;88;80
660;1;0;3;0;57;76;40;84;0;110;80
660;2;0;3;0;72;84;36;90;0;88;80
661;2;0;3;0;336;146;84;165;0;270;170
661;2;0;3;0;257;110;95;133;0;351;136
661;2;0;3;0;336;110;109;137;0;216;136
661;2;0;3;0;283;110;109;137;0;351;221
661;2;0;3;0;283;122;109;140;0;216;221
661;2;0;3;0;257;122;109;140;0;351;170
661;2;0;3;0;257;146;95;174;0;270;136
661;2;0;3;0;257;122;84;150;0;270;221
661;2;0;3;0;283;146;109;207;0;270;221
662;2;0;4;0;106;60;41;71;0;110;52
662;2;0;4;0;106;60;37;84;0;143;84
662;2;0;4;0;106;54;34;78;0;143;65
662;2;0;4;0;85;54;34;78;0;88;84
662;2;0;4;0;92;60;34;74;0;143;52
662;2;0;4;0;92;54;37;65;0;88;65
662;2;0;4;0;92;72;34;78;0;88;52
662;2;0;4;0;106;72;37;84;0;88;84
662;2;0;4;0;92;60;37;84;0;110;65
663;2;0;4;0;167;89;60;92;0;130;100
663;2;0;4;0;128;67;65;76;0;169;80
663;3;0;4;0;167;67;71;78;0;104;80
663;2;0;4;0;141;67;71;78;0;169;130
663;3;0;4;0;141;74;71;81;0;104;130
663;2;0;4;0;128;74;71;81;0;169;100
663;2;0;4;0;128;89;65;97;0;130;80
663;2;0;4;0;128;74;60;84;0;130;130
663;2;0;4;0;141;89;71;109;0;130;130
664;2;0;3;0;92;72;37;84;0;143;60
664;2;0;3;0;85;72;34;78;0;143;78
664;2;0;3;0;106;72;41;94;0;143;48
664;2;0;3;0;85;60;37;84;0;88;48
664;2;0;3;0;106;54;37;65;0;110;78
664;2;0;3;0;92;54;34;78;0;110;48
664;2;0;3;0;85;72;41;94;0;88;60
664;2;0;3;0;85;54;41;68;0;110;60
664;2;0;3;0;106;60;34;74;0;88;60
665;2;0;5;0;132;78;54;84;0;90;60
665;2;0;5;0;102;58;57;68;0;117;48
665;2;0;5;0;132;58;61;71;0;72;48
665;2;0;5;0;112;58;61;71;0;117;78
665;2;0;5;0;112;65;61;74;0;72;78
665;2;0;5;0;102;65;61;74;0;117;60
665;3;0;5;0;102;78;57;88;0;90;48
665;3;0;5;0;102;65;54;76;0;90;78
665;3;0;5;0;112;78;61;99;0;90;78
666;3;0;5;0;106;60;41;71;0;90;52
666;2;0;5;0;106;60;37;84;0;117;84
666;2;0;5;0;106;54;34;78;0;117;65
666;2;0;5;0;85;54;34;78;0;72;84
666;2;0;5;0;92;60;34;74;0;117;52
666;2;0;5;0;92;54;37;65;0;72;65
666;3;0;5;0;92;72;34;78;0;72;52
666;3;0;5;0;106;72;37;84;0;72;84
666;3;0;5;0;92;60;37;84;0;90;65
667;2;1;5;0;258;113;102;122;0;170;130
667;2;1;5;0;195;85;108;99;0;221;104
667;3;1;5;0;258;85;116;105;0;136;104
667;2;1;5;0;216;85;116;105;0;221;169
667;3;1;5;0;216;94;116;109;0;136;169
667;2;1;5;0;195;94;116;109;0;221;130
667;2;1;5;0;195;113;108;127;0;170;104
667;2;1;5;0;195;94;102;112;0;170;169
667;2;1;5;0;216;113;116;150;0;170;169
668;3;0;3;0;92;72;37;84;0;117;60
668;2;0;3;0;85;72;34;78;0;117;78
668;3;0;3;0;106;72;41;94;0;117;48
668;3;0;3;0;85;60;37;84;0;72;48
668;2;0;3;0;106;54;37;65;0;90;78
668;1;0;3;0;92;54;34;78;0;90;48
668;3;0;3;0;85;72;41;94;0;72;60
668;2;0;3;0;85;54;41;68;0;90;60
668;2;0;3;0;106;60;34;74;0;72;60
669;2;0;3;0;251;116;97;127;0;200;115
669;2;0;3;0;191;87;103;105;0;260;92
669;2;0;3;0;251;87;111;109;0;160;92
669;2;0;3;0;211;87;111;109;0;260;149
669;2;0;3;0;211;97;111;109;0;160;149
669;2;0;3;0;191;97;111;109;0;260;115
669;2;0;3;0;191;116;103;133;0;200;92
669;2;0;3;0;191;97;97;118;0;200;149
669;2;0;3;0;211;116;111;155;0;200;149
670;2;0;3;0;92;72;37;84;0;117;65
670;2;0;3;0;85;72;34;78;0;117;84
670;2;0;3;0;106;72;41;94;0;117;52
670;2;0;3;0;85;60;37;84;0;72;52
670;2;0;3;0;106;54;37;65;0;90;84
670;2;0;3;0;92;54;34;78;0;90;52
670;3;0;3;0;85;72;41;94;0;72;65
670;2;0;3;0;85;54;41;68;0;90;65
670;2;0;3;0;106;60;34;74;0;72;65
671;2;0;3;0;106;60;41;71;0;80;48
671;2;0;3;0;106;60;37;84;0;104;78
671;2;0;3;0;106;54;34;78;0;104;60
671;2;0;3;0;85;54;34;78;0;64;78
671;2;0;3;0;92;60;34;74;0;104;48
671;2;0;3;0;92;54;37;65;0;64;60
671;2;0;3;0;92;72;34;78;0;64;48
671;2;0;3;0;106;72;37;84;0;64;78
671;2;0;3;0;92;60;37;84;0;80;60
672;2;0;3;0;248;85;195;88;0;143;65
672;2;0;3;0;224;85;192;84;0;143;84
672;3;0;3;0;296;85;199;94;0;143;52
672;3;0;3;0;224;71;195;84;0;88;52
672;2;0;3;0;296;64;195;71;0;110;84
672;3;0;3;0;248;64;192;78;0;110;52
672;3;0;3;0;224;85;199;94;0;88;65
672;3;0;3;0;224;64;199;74;0;110;65
672;3;0;3;0;296;71;192;78;0;88;65
673;2;0;3;0;240;110;93;118;0;180;140
673;2;0;3;0;185;83;99;94;0;234;112
673;3;0;3;0;240;83;107;105;0;144;112
673;2;0;3;0;203;83;107;105;0;234;182
673;3;0;3;0;203;92;107;105;0;144;182
673;2;0;3;0;185;92;107;105;0;234;140
673;2;0;3;0;185;110;99;127;0;180;112
673;2;0;3;0;185;92;93;109;0;180;182
673;2;0;3;0;203;110;107;146;0;180;182
674;2;0;4;0;150;78;73;78;0;110;70
674;2;0;4;0;121;58;76;65;0;143;56
674;2;0;4;0;150;58;80;68;0;88;56
674;2;0;4;0;131;58;80;68;0;143;91
674;2;0;4;0;131;65;80;71;0;88;91
674;2;0;4;0;121;65;80;71;0;143;70
674;2;0;4;0;121;78;76;81;0;110;56
674;2;0;4;0;121;65;73;74;0;110;91
674;2;0;4;0;131;78;80;90;0;110;91
675;2;0;4;0;156;85;74;88;0;130;75
675;2;0;4;0;120;64;77;74;0;169;60
675;3;0;4;0;156;64;81;76;0;104;60
675;2;0;4;0;132;64;81;76;0;169;97
675;2;0;4;0;132;71;81;78;0;104;97
675;2;0;4;0;120;71;81;78;0;169;75
675;2;0;4;0;120;85;77;92;0;130;60
675;2;0;4;0;120;71;74;84;0;130;97
675;1;0;4;0;132;85;81;105;0;130;97
676;2;0;4;0;197;101;142;105;0;208;160
676;2;0;4;0;179;101;139;105;0;208;208
676;2;0;4;0;234;101;146;112;0;208;128
676;3;0;4;0;179;84;142;99;0;128;128
676;2;0;4;0;234;76;142;84;0;160;208
676;2;0;4;0;197;76;139;92;0;160;128
676;3;0;4;0;179;101;146;112;0;128;160
676;2;0;4;0;179;76;146;84;0;160;160
676;2;0;4;0;234;84;139;92;0;128;160
677;2;0;4;0;146;82;44;84;0;110;80
677;2;0;4;0;114;61;49;71;0;143;64
677;2;0;4;0;146;61;55;74;0;88;64
677;2;0;4;0;125;61;55;74;0;143;104
677;2;0;4;0;125;68;55;76;0;88;104
677;2;0;4;0;114;68;55;76;0;143;80
677;2;0;4;0;114;82;49;90;0;110;64
677;2;0;4;0;114;68;44;78;0;110;104
677;2;0;4;0;125;82;55;105;0;110;104
678;3;0;4;0;297;90;180;97;0;180;104
678;2;0;4;0;297;90;174;112;0;234;169
678;2;0;4;0;297;81;169;105;0;234;130
678;3;0;4;0;227;81;169;105;0;144;169
678;2;0;4;0;250;90;169;105;0;234;104
678;3;0;4;0;250;81;174;90;0;144;130
678;3;0;4;0;250;108;169;112;0;144;104
678;3;0;4;0;297;108;174;118;0;144;169
678;2;0;4;0;250;90;174;112;0;180;130
679;2;0;5;0;283;146;95;174;0;351;190
679;2;0;5;0;257;146;84;165;0;351;247
679;2;0;5;0;336;146;109;207;0;351;152
679;2;0;5;0;257;122;95;178;0;216;152
679;2;0;5;0;336;110;95;133;0;270;247
679;2;0;5;0;283;110;84;165;0;270;152
679;2;0;5;0;257;146;109;207;0;216;190
679;2;0;5;0;257;110;109;137;0;270;190
679;2;0;5;0;336;122;84;150;0;216;190
680;3;0;3;0;273;90;197;97;0;170;84
680;2;0;3;0;273;90;193;112;0;221;136
680;3;0;3;0;273;81;190;105;0;221;105
680;3;0;3;0;215;81;190;105;0;136;136
680;3;0;3;0;234;90;190;105;0;221;84
680;3;0;3;0;234;81;193;90;0;136;105
680;3;0;3;0;234;108;190;112;0;136;84
680;3;0;3;0;273;108;193;118;0;136;136
680;2;0;3;0;234;90;193;112;0;170;105
681;2;1;1;0;290;131;184;146;0;325;145
681;2;1;1;0;266;131;178;140;0;325;188
681;2;1;1;0;338;131;192;165;0;325;116
681;1;1;1;0;266;109;184;146;0;200;116
681;1;1;1;0;338;98;184;112;0;250;188
681;1;1;1;0;290;98;178;133;0;250;116
681;3;1;1;0;266;131;192;165;0;200;145
681;2;1;1;0;266;98;192;118;0;250;145
681;1;1;1;0;338;109;178;127;0;200;145
682;2;1;3;0;214;131;85;146;0;299;150
682;2;1;3;0;194;131;77;140;0;299;195
682;2;1;3;0;255;131;95;174;0;299;120
682;2;1;3;0;194;109;85;150;0;184;120
682;2;1;3;0;255;98;85;112;0;230;195
682;2;1;3;0;214;98;77;137;0;230;120
682;3;1;3;0;194;131;95;174;0;184;150
682;2;1;3;0;194;98;95;118;0;230;150
682;2;1;3;0;255;109;77;127;0;184;150
683;2;1;4;0;117;82;62;88;0;130;65
683;2;1;4;0;105;82;59;84;0;130;84
683;2;1;4;0;140;82;66;99;0;130;52
683;3;1;4;0;105;68;62;88;0;80;52
683;2;1;4;0;140;61;62;71;0;100;84
683;3;1;4;0;117;61;59;84;0;100;52
683;2;1;4;0;105;82;66;99;0;80;65
683;3;1;4;0;105;61;66;74;0;100;65
683;3;1;4;0;140;68;59;78;0;80;65
684;3;1;4;0;274;97;177;105;0;170;84
684;2;1;4;0;274;97;173;118;0;221;136
684;2;1;4;0;274;87;170;109;0;221;105
684;2;1;4;0;205;87;170;109;0;136;136
684;2;1;4;0;228;97;170;109;0;221;84
684;3;1;4;0;228;87;173;97;0;136;105
684;3;1;4;0;228;116;170;118;0;136;84
684;3;1;4;0;274;116;173;122;0;136;136
684;3;1;4;0;228;97;173;118;0;170;105
685;2;1;4;0;181;74;100;81;0;110;60
685;2;1;4;0;181;74;96;94;0;143;97
685;2;1;4;0;181;67;93;88;0;143;75
685;3;1;4;0;136;67;93;88;0;88;97
685;3;1;4;0;151;74;93;84;0;143;60
685;3;1;4;0;151;67;96;76;0;88;75
685;2;1;4;0;151;89;93;90;0;88;60
685;3;1;4;0;181;89;96;94;0;88;97
685;2;1;4;0;151;74;96;94;0;110;75
686;2;1;5;0;300;134;115;146;0;300;160
686;2;1;5;0;228;101;123;118;0;390;128
686;3;1;5;0;300;101;133;122;0;240;128
686;2;1;5;0;252;101;133;122;0;390;208
686;3;1;5;0;252;112;133;127;0;240;208
686;2;1;5;0;228;112;133;127;0;390;160
686;3;1;5;0;228;134;123;150;0;300;128
686;2;1;5;0;228;112;115;133;0;300;208
686;2;1;5;0;252;134;133;178;0;300;208
687;2;1;2;0;236;126;63;133;0;190;130
687;2;1;2;0;182;94;71;109;0;247;104
687;3;1;2;0;236;94;81;112;0;152;104
687;2;1;2;0;200;94;81;112;0;247;169
687;3;1;2;0;200;105;81;118;0;152;169
687;2;1;2;0;182;105;81;118;0;247;130
687;2;1;2;0;182;126;71;140;0;190;104
687;2;1;2;0;182;105;63;122;0;190;169
687;2;1;2;0;200;126;81;168;0;190;169
688;2;1;3;0;276;92;132;105;0;170;124
688;2;1;3;0;276;92;124;127;0;221;201
688;2;1;3;0;276;83;118;118;0;221;155
688;3;1;3;0;210;83;118;118;0;136;201
688;2;1;3;0;232;92;118;109;0;221;124
688;3;1;3;0;232;83;124;97;0;136;155
688;3;1;3;0;232;110;118;118;0;136;124
688;3;1;3;0;276;110;124;127;0;136;201
688;2;1;3;0;232;92;124;127;0;170;155
689;2;1;4;0;323;134;95;150;0;230;120
689;2;1;4;0;245;101;104;122;0;299;96
689;2;1;4;0;323;101;116;127;0;184;96
689;2;1;4;0;271;101;116;127;0;299;156
689;2;1;4;0;271;112;116;133;0;184;156
689;2;1;4;0;245;112;116;133;0;299;120
689;2;1;4;0;245;134;104;161;0;230;96
689;2;1;4;0;245;112;95;137;0;230;156
689;2;1;4;0;271;134;116;187;0;230;156
690;3;0;2;0;119;60;50;71;0;90;40
690;2;0;2;0;119;60;46;84;0;117;65
690;3;0;2;0;119;54;43;81;0;117;50
690;3;0;2;0;92;54;43;81;0;72;65
690;3;0;2;0;101;60;43;76;0;117;40
690;2;0;2;0;101;54;46;65;0;72;50
690;3;0;2;0;101;72;43;81;0;72;40
690;3;0;2;0;119;72;46;84;0;72;65
690;3;0;2;0;101;60;46;84;0;90;50
691;2;0;2;0;237;110;82;118;0;170;110
691;2;0;2;0;183;83;88;94;0;221;88
691;2;0;2;0;237;83;96;99;0;136;88
691;2;0;2;0;201;83;96;99;0;221;143
691;2;0;2;0;201;92;96;105;0;136;143
691;2;0;2;0;183;92;96;105;0;221;110
691;2;0;2;0;183;110;88;122;0;170;88
691;2;0;2;0;183;92;82;109;0;170;143
691;2;0;2;0;201;110;96;140;0;170;143
692;2;0;2;0;172;106;64;122;0;221;105
692;2;0;2;0;157;106;58;112;0;221;136
692;2;0;2;0;202;106;72;140;0;221;84
692;2;0;2;0;157;88;64;122;0;136;84
692;2;0;2;0;202;79;64;92;0;170;136
692;2;0;2;0;172;79;58;112;0;170;84
692;2;0;2;0;157;106;72;140;0;136;105
692;2;0;2;0;157;79;72;97;0;170;105
692;2;0;2;0;202;88;58;105;0;136;105
693;2;0;2;0;206;110;59;118;0;150;100
693;2;0;2;0;157;83;65;97;0;195;80
693;2;0;2;0;206;83;73;105;0;120;80
693;2;0;2;0;173;83;73;105;0;195;130
693;3;0;2;0;173;92;73;105;0;120;130
693;2;0;2;0;157;92;73;105;0;195;100
693;2;0;2;0;157;110;65;127;0;150;80
693;2;0;2;0;157;92;59;109;0;150;130
693;2;0;2;0;173;110;73;146;0;150;130
694;2;0;2;0;221;126;113;140;0;260;120
694;2;0;2;0;200;126;107;133;0;260;156
694;2;0;2;0;263;126;121;161;0;260;96
694;3;0;2;0;200;105;113;137;0;160;96
694;2;0;2;0;263;94;113;109;0;200;156
694;2;0;2;0;221;94;107;127;0;200;96
694;3;0;2;0;200;126;121;161;0;160;120
694;2;0;2;0;200;94;121;112;0;200;120
694;3;0;2;0;263;105;107;122;0;160;120
695;3;0;2;0;128;85;50;88;0;100;65
695;2;0;2;0;98;64;53;74;0;130;52
695;3;0;2;0;128;64;57;76;0;80;52
695;2;0;2;0;108;64;57;76;0;130;84
695;3;0;2;0;108;71;57;78;0;80;84
695;2;0;2;0;98;71;57;78;0;130;65
695;3;0;2;0;98;85;53;92;0;100;52
695;2;0;2;0;98;71;50;84;0;100;84
695;3;0;2;0;108;85;57;105;0;100;84
696;2;0;2;0;160;97;110;105;0;195;95
696;2;0;2;0;146;97;107;97;0;195;123
696;2;0;2;0;189;97;114;112;0;195;76
696;3;0;2;0;146;81;110;99;0;120;76
696;3;0;2;0;189;73;110;81;0;150;123
696;3;0;2;0;160;73;107;92;0;150;76
696;3;0;2;0;146;97;114;112;0;120;95
696;3;0;2;0;146;73;114;84;0;150;95
696;3;0;2;0;189;81;107;90;0;120;95
697;2;0;2;0;189;106;148;112;0;260;110
697;2;0;2;0;173;106;145;109;0;260;143
697;3;0;2;0;221;106;152;127;0;260;88
697;3;0;2;0;173;88;148;109;0;160;88
697;2;0;2;0;221;79;148;90;0;200;143
697;2;0;2;0;189;79;145;105;0;200;88
697;3;0;2;0;173;106;152;127;0;160;110
697;1;0;2;0;173;79;152;92;0;200;110
697;3;0;2;0;221;88;145;99;0;160;110
698;2;0;2;0;372;131;196;140;0;210;130
698;2;0;2;0;279;98;202;112;0;273;104
698;3;0;2;0;372;98;210;118;0;168;104
698;2;0;2;0;310;98;210;118;0;273;169
698;2;0;2;0;310;109;210;122;0;168;169
698;2;0;2;0;279;109;210;122;0;273;130
698;3;0;2;0;279;131;202;146;0;210;104
698;3;0;2;0;279;109;196;127;0;210;169
698;2;0;2;0;310;131;210;165;0;210;169
699;2;0;2;0;336;122;109;140;0;270;144
699;2;0;2;0;336;122;95;178;0;351;234
699;2;0;2;0;336;110;84;165;0;351;180
699;2;0;2;0;257;110;84;165;0;216;234
699;2;0;2;0;283;122;84;150;0;351;144
699;2;0;2;0;283;110;95;133;0;216;180
699;2;0;2;0;283;146;84;165;0;216;144
699;2;0;2;0;336;146;95;174;0;216;234
699;2;0;2;0;283;122;95;178;0;270;180
700;2;0;2;0;178;94;97;94;0;140;75
700;2;0;2;0;143;70;100;81;0;182;60
700;3;0;2;0;178;70;104;84;0;112;60
700;2;0;2;0;155;70;104;84;0;182;97
700;3;0;2;0;155;78;104;84;0;112;97
700;2;0;2;0;143;78;104;84;0;182;75
700;2;0;2;0;143;94;100;99;0;140;60
700;2;0;2;0;143;78;97;88;0;140;97
700;2;0;2;0;155;94;104;112;0;140;97
701;2;0;2;0;163;101;108;109;0;182;100
701;2;0;2;0;148;101;105;109;0;182;130
701;3;0;2;0;194;101;112;122;0;182;80
701;3;0;2;0;148;84;108;109;0;112;80
701;2;0;2;0;194;76;108;88;0;140;130
701;3;0;2;0;163;76;105;99;0;140;80
701;3;0;2;0;148;101;112;122;0;112;100
701;3;0;2;0;148;76;112;90;0;140;100
701;3;0;2;0;194;84;105;97;0;112;100
702;2;0;3;0;230;88;88;97;0;150;76
702;2;0;3;0;230;88;80;118;0;195;123
702;2;0;3;0;230;79;74;112;0;195;95
702;2;0;3;0;175;79;74;112;0;120;123
702;2;0;3;0;193;88;74;105;0;195;76
702;2;0;3;0;193;79;80;90;0;120;95
702;3;0;3;0;193;106;74;112;0;120;76
702;3;0;3;0;230;106;80;118;0;120;123
702;2;0;3;0;193;88;80;118;0;150;95
703;3;0;3;0;350;109;205;118;0;220;100
703;2;0;3;0;350;109;197;140;0;286;162
703;2;0;3;0;350;98;191;133;0;286;125
703;3;0;3;0;265;98;191;133;0;176;162
703;2;0;3;0;293;109;191;127;0;286;100
703;3;0;3;0;293;98;197;112;0;176;125
703;3;0;3;0;293;131;191;137;0;176;100
703;3;0;3;0;350;131;197;146;0;176;162
703;2;0;3;0;293;109;197;140;0;220;125
704;3;0;3;0;150;71;80;78;0;110;60
704;2;0;3;0;150;71;76;90;0;143;97
704;2;0;3;0;150;64;73;84;0;143;75
704;3;0;3;0;117;64;73;84;0;88;97
704;3;0;3;0;128;71;73;81;0;143;60
704;2;0;3;0;128;64;76;74;0;88;75
704;3;0;3;0;128;85;73;88;0;88;60
704;3;0;3;0;150;85;76;90;0;88;97
704;3;0;3;0;128;71;76;90;0;110;75
705;2;0;3;0;106;60;41;71;0;90;48
705;2;0;3;0;106;60;37;84;0;117;78
705;2;0;3;0;106;54;34;78;0;117;60
705;1;0;3;0;85;54;34;78;0;72;78
705;2;0;3;0;92;60;34;74;0;117;48
705;2;0;3;0;92;54;37;65;0;72;60
705;3;0;3;0;92;72;34;78;0;72;48
705;2;0;3;0;106;72;37;84;0;72;78
705;1;0;3;0;92;60;37;84;0;90;60
706;3;0;3;0;174;78;97;84;0;100;48
706;2;0;3;0;174;78;93;97;0;130;78
706;2;0;3;0;174;70;90;90;0;130;60
706;3;0;3;0;130;70;90;90;0;80;78
706;2;0;3;0;145;78;90;88;0;130;48
706;2;0;3;0;145;70;93;78;0;80;60
706;3;0;3;0;145;94;90;94;0;80;48
706;2;0;3;0;174;94;93;99;0;80;78
706;3;0;3;0;145;78;93;97;0;100;60
707;2;0;3;0;141;82;67;84;0;100;60
707;2;0;3;0;108;61;70;71;0;130;48
707;2;0;3;0;141;61;74;74;0;80;48
707;2;0;3;0;119;61;74;74;0;130;78
707;3;0;3;0;119;68;74;76;0;80;78
707;2;0;3;0;108;68;74;76;0;130;60
707;2;0;3;0;108;82;70;88;0;100;48
707;2;0;3;0;108;68;67;78;0;100;78
707;2;0;3;0;119;82;74;99;0;100;78
708;3;0;3;0;125;58;58;76;0;80;36
708;2;0;3;0;125;58;54;90;0;104;58
708;2;0;3;0;125;52;51;84;0;104;45
708;3;0;3;0;94;52;51;84;0;64;58
708;3;0;3;0;104;58;51;81;0;104;36
708;3;0;3;0;104;52;54;71;0;64;45
708;3;0;3;0;104;70;51;84;0;64;36
708;3;0;3;0;125;70;54;90;0;64;58
708;3;0;3;0;104;58;54;90;0;80;45
709;2;0;3;0;269;116;171;118;0;160;95
709;2;0;3;0;209;87;174;97;0;208;76
709;3;0;3;0;269;87;178;99;0;128;76
709;2;0;3;0;229;87;178;99;0;208;123
709;2;0;3;0;229;97;178;105;0;128;123
709;2;0;3;0;209;97;178;105;0;208;95
709;3;0;3;0;209;116;174;122;0;160;76
709;2;0;3;0;209;97;171;109;0;160;123
709;2;0;3;0;229;116;178;137;0;160;123
710;2;0;3;0;125;175;49;183;0;286;130
710;2;0;3;0;114;175;44;178;0;286;169
710;3;0;3;0;146;175;55;196;0;286;104
710;3;0;3;0;114;146;49;168;0;176;104
710;2;0;3;0;146;131;49;140;0;220;169
710;2;0;3;0;125;131;44;155;0;220;104
710;3;0;3;0;114;175;55;196;0;176;130
710;2;0;3;0;114;131;55;146;0;220;130
710;2;0;3;0;146;146;44;161;0;176;130
711;2;0;3;0;159;97;83;105;0;195;105
711;2;0;3;0;144;97;78;99;0;195;136
711;2;0;3;0;189;97;89;118;0;195;84
711;3;0;3;0;144;81;83;105;0;120;84
711;2;0;3;0;189;73;83;84;0;150;136
711;2;0;3;0;159;73;78;94;0;150;84
711;3;0;3;0;144;97;89;118;0;120;105
711;2;0;3;0;144;73;89;84;0;150;105
711;2;0;3;0;189;81;78;92;0;120;105
712;2;0;3;0;292;109;131;122;0;220;108
712;2;0;3;0;292;109;121;150;0;286;175
712;2;0;3;0;292;98;113;140;0;286;135
712;2;0;3;0;229;98;113;140;0;176;175
712;2;0;3;0;250;109;113;133;0;286;108
712;2;0;3;0;250;98;121;112;0;176;135
712;2;0;3;0;250;131;113;140;0;176;108
712;2;0;3;0;292;131;121;150;0;176;175
712;2;0;3;0;250;109;121;150;0;220;135
713;2;0;3;0;249;90;112;105;0;150;84
713;2;0;3;0;249;90;104;122;0;195;136
713;2;0;3;0;249;81;98;112;0;195;105
713;2;0;3;0;189;81;98;112;0;120;136
713;2;0;3;0;209;90;98;109;0;195;84
713;2;0;3;0;209;81;104;94;0;120;105
713;2;0;3;0;209;108;98;118;0;120;84
713;2;0;3;0;249;108;104;122;0;120;136
713;2;0;3;0;209;90;104;122;0;150;105
714;2;0;3;0;227;106;114;122;0;195;90
714;2;0;3;0;205;106;108;112;0;195;117
714;2;0;3;0;270;106;122;140;0;195;72
714;2;0;3;0;205;88;114;122;0;120;72
